pdb_nsite	uniprot_ac	uniprot_functions
2vg7_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1mer_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1pro_1	P12499	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3qih_3	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3qn8_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1k6t_1	P35963	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1jlg_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3qbf_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1d4l_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1qbt_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1ivp_1	P04584	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1upj_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2xyf_1	P12499	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2qhy_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2qi4_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1hvs_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1hbv_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3c6u_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3kdb_1	P03367	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3el4_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1a9m_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3lan_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1bv9_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1tcx_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1jla_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2ze2_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3d1y_1	P04587	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3nfa_1	P12497	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
1hii_1	P04584	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
4mfb_1	P03366	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
2rki_1	P04585	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
3ekv_1	P03369	Aspartyl protease;DNA-binding;DNA-directed DNA polymerase;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed DNA polymerase;Transferase;Viral nucleoprotein
4dtc_2	P27487	Aminopeptidase;Hydrolase;Protease;Receptor;Serine protease
3g0b_2	P27487	Aminopeptidase;Hydrolase;Protease;Receptor;Serine protease
4g1f_4	P27487	Aminopeptidase;Hydrolase;Protease;Receptor;Serine protease
4a5s_2	P27487	Aminopeptidase;Hydrolase;Protease;Receptor;Serine protease
2rgu_2	P27487	Aminopeptidase;Hydrolase;Protease;Receptor;Serine protease
3vv0_1	Q8WTS6	Activator;Chromatin regulator;Methyltransferase;Transferase
4j83_2	Q8WTS6	Activator;Chromatin regulator;Methyltransferase;Transferase
4ype_1	Q9NR48	Activator;Chromatin regulator;Methyltransferase;Transferase
4e47_2	Q8WTS6	Activator;Chromatin regulator;Methyltransferase;Transferase
4ldl_1	P07550	G-protein coupled receptor;Receptor;Transducer
3v2w_1	P21453	G-protein coupled receptor;Receptor;Transducer
2vt4_2	P07700	G-protein coupled receptor;Receptor;Transducer
3qak_1	P29274	G-protein coupled receptor;Receptor;Transducer
2y02_1	P07700	G-protein coupled receptor;Receptor;Transducer
4xnw_1	P47900	G-protein coupled receptor;Receptor;Transducer
5xra_2	P21554	G-protein coupled receptor;Receptor;Transducer
2y00_1	P07700	G-protein coupled receptor;Receptor;Transducer
4ej4_1	P32300	G-protein coupled receptor;Receptor;Transducer
4n6h_1	P41143	G-protein coupled receptor;Receptor;Transducer
5a8e_1	P07700	G-protein coupled receptor;Receptor;Transducer
5iua_1	P29274	G-protein coupled receptor;Receptor;Transducer
5tgz_1	P21554	G-protein coupled receptor;Receptor;Transducer
3vw7_1	P25116	G-protein coupled receptor;Receptor;Transducer
4z9g_3	P34998	G-protein coupled receptor;Receptor;Transducer
5jqh_1	P07550	G-protein coupled receptor;Receptor;Transducer
4mr7_1	Q9UBS5	G-protein coupled receptor;Receptor;Transducer
4u16_2	P08483	G-protein coupled receptor;Receptor;Transducer
4iaq_1	P28222	G-protein coupled receptor;Receptor;Transducer
5k2c_1	P29274	G-protein coupled receptor;Receptor;Transducer
4z34_1	Q92633	G-protein coupled receptor;Receptor;Transducer
4amj_2	P07700	G-protein coupled receptor;Receptor;Transducer
5k2d_1	P29274	G-protein coupled receptor;Receptor;Transducer
4iar_1	P28222	G-protein coupled receptor;Receptor;Transducer
3d4s_1	P07550	G-protein coupled receptor;Receptor;Transducer
3uzc_1	P29274	G-protein coupled receptor;Receptor;Transducer
3zpq_3	P07700	G-protein coupled receptor;Receptor;Transducer
2y04_3	P07700	G-protein coupled receptor;Receptor;Transducer
4phu_1	O14842	G-protein coupled receptor;Receptor;Transducer
5ero_3	A2PZA5	Lyase;Multifunctional enzyme;Transferase
3d27_1	P0AE18	Aminopeptidase;Hydrolase;Protease
2q94_1	P0AE18	Aminopeptidase;Hydrolase;Protease
3ndv_6	Q52VH2	Aminopeptidase;Hydrolase;Protease
3h8g_4	O86436	Aminopeptidase;Hydrolase;Protease
2gg0_1	P0AE18	Aminopeptidase;Hydrolase;Protease
1yw7_1	P50579	Aminopeptidase;Hydrolase;Protease
3pke_1	P9WK19	Aminopeptidase;Hydrolase;Protease
1r5h_1	P50579	Aminopeptidase;Hydrolase;Protease
1xnz_1	P0AE18	Aminopeptidase;Hydrolase;Protease
1x2b_1	O32449	Aminopeptidase;Hydrolase;Protease
1c23_1	P0AE18	Aminopeptidase;Hydrolase;Protease
2p99_1	P0AE18	Aminopeptidase;Hydrolase;Protease
2ek9_1	A2V759	Aminopeptidase;Hydrolase;Protease
4ikr_1	P53582	Aminopeptidase;Hydrolase;Protease
2nq7_1	P53582	Aminopeptidase;Hydrolase;Protease
3kr4_2	Q8IL11	Aminopeptidase;Hydrolase;Protease
1yw9_1	P50579	Aminopeptidase;Hydrolase;Protease
3iu7_1	P9WK19	Aminopeptidase;Hydrolase;Protease
2q93_1	P0AE18	Aminopeptidase;Hydrolase;Protease
2bre_2	P02829	Chaperone
5f5r_1	Q12931	Chaperone
2xab_2	P07900	Chaperone
3k97_1	P07900	Chaperone
2yk2_2	P07900	Chaperone
4jql_1	P07900	Chaperone
4eft_1	P07900	Chaperone
3ruv_2	Q877G8	Chaperone
3rlq_2	P07900	Chaperone
4asg_1	P02829	Chaperone
1uyk_1	P07900	Chaperone
4asf_1	P02829	Chaperone
4lj5_1	Q9RA63	Chaperone
2gqp_1	P41148	Chaperone
2iws_1	P02829	Chaperone
1yet_1	P07900	Chaperone
1g41_1	P43773	Chaperone
4efu_1	P07900	Chaperone
1pf9_2	P0A6F5	Chaperone
4gqt_2	Q18688	Chaperone
2qfo_2	P07900	Chaperone
4bqj_1	P07900	Chaperone
2xjx_1	P07900	Chaperone
3hyz_2	P07900	Chaperone
2byi_1	P07900	Chaperone
2vwc_1	P02829	Chaperone
1yc3_1	P07900	Chaperone
4ce1_1	P02829	Chaperone
3mnr_1	P07900	Chaperone
2yjw_1	P07900	Chaperone
1yc1_1	P07900	Chaperone
2yjx_1	P07900	Chaperone
1uyi_1	P07900	Chaperone
4fcq_1	P07900	Chaperone
2yej_1	P07900	Chaperone
2yej_2	P07900	Chaperone
2cgf_1	P02829	Chaperone
4hy6_1	P07900	Chaperone
1yc4_1	P07900	Chaperone
4as9_1	P02829	Chaperone
2yei_2	P07900	Chaperone
3t0z_1	P07900	Chaperone
1bgq_1	P02829	Chaperone
4ce2_1	P02829	Chaperone
2byh_1	P07900	Chaperone
2wi6_1	P07900	Chaperone
2xx4_1	P02829	Chaperone
4lj7_1	Q9RA63	Chaperone
2yee_1	P07900	Chaperone
2yef_1	P07900	Chaperone
1u0y_1	P41148	Chaperone
3hz5_1	P07900	Chaperone
2wi4_1	P07900	Chaperone
3r4p_2	P07900	Chaperone
3opd_1	P12861	Chaperone
5f54_1	D0EM60	Exonuclease;Hydrolase;Nuclease
3ngq_1	Q96LI5	Exonuclease;Hydrolase;Nuclease
1y57_1	P12931	Kinase;Transferase;Tyrosine-protein kinase
1sm2_1	Q08881	Kinase;Transferase;Tyrosine-protein kinase
4i0r_1	P43405	Kinase;Transferase;Tyrosine-protein kinase
2h8h_1	P12931	Kinase;Transferase;Tyrosine-protein kinase
3qlg_2	P00523	Kinase;Transferase;Tyrosine-protein kinase
4fz7_1	P43405	Kinase;Transferase;Tyrosine-protein kinase
4e4n_1	P23458	Kinase;Transferase;Tyrosine-protein kinase
2io6_1	P30291	Kinase;Transferase;Tyrosine-protein kinase
3vs3_1	P08631	Kinase;Transferase;Tyrosine-protein kinase
3et7_1	Q14289	Kinase;Transferase;Tyrosine-protein kinase
3d7t_1	P41240	Kinase;Transferase;Tyrosine-protein kinase
4f4p_1	P43405	Kinase;Transferase;Tyrosine-protein kinase
4gii_1	P29597	Kinase;Transferase;Tyrosine-protein kinase
2ivu_1	P07949	Kinase;Transferase;Tyrosine-protein kinase
3dqw_3	P00523	Kinase;Transferase;Tyrosine-protein kinase
4fk6_1	P23458	Kinase;Transferase;Tyrosine-protein kinase
4i0t_1	P43405	Kinase;Transferase;Tyrosine-protein kinase
3pjc_1	P52333	Kinase;Transferase;Tyrosine-protein kinase
3vs5_1	P08631	Kinase;Transferase;Tyrosine-protein kinase
3emg_1	P43405	Kinase;Transferase;Tyrosine-protein kinase
3bi6_1	P30291	Kinase;Transferase;Tyrosine-protein kinase
2og8_1	P06239	Kinase;Transferase;Tyrosine-protein kinase
2oiq_1	P00523	Kinase;Transferase;Tyrosine-protein kinase
3vs1_2	P08631	Kinase;Transferase;Tyrosine-protein kinase
2zyb_1	P06239	Kinase;Transferase;Tyrosine-protein kinase
3ac2_1	P06239	Kinase;Transferase;Tyrosine-protein kinase
1yol_1	P12931	Kinase;Transferase;Tyrosine-protein kinase
3ac5_1	P06239	Kinase;Transferase;Tyrosine-protein kinase
3h3c_1	Q14289	Kinase;Transferase;Tyrosine-protein kinase
2in6_1	P30291	Kinase;Transferase;Tyrosine-protein kinase
4gj2_1	P29597	Kinase;Transferase;Tyrosine-protein kinase
4e5w_1	P23458	Kinase;Transferase;Tyrosine-protein kinase
2x2l_1	P07949	Kinase;Transferase;Tyrosine-protein kinase
4kio_2	Q08881	Kinase;Transferase;Tyrosine-protein kinase
4y93_1	Q3ZC95	Kinase;Transferase;Tyrosine-protein kinase
3fzr_1	Q14289	Kinase;Transferase;Tyrosine-protein kinase
1x27_3	P06239	Kinase;Transferase;Tyrosine-protein kinase
1qpd_1	P06239	Kinase;Transferase;Tyrosine-protein kinase
3vs0_1	P08631	Kinase;Transferase;Tyrosine-protein kinase
5d12_1	P00523	Kinase;Transferase;Tyrosine-protein kinase
4gj3_1	P29597	Kinase;Transferase;Tyrosine-protein kinase
2hck_2	P08631	Kinase;Transferase;Tyrosine-protein kinase
4mcv_2	P00523	Kinase;Transferase;Tyrosine-protein kinase
4dgg_1	P00523	Kinase;Transferase;Tyrosine-protein kinase
3gvu_1	P42684	Kinase;Transferase;Tyrosine-protein kinase
3v8t_2	Q08881	Kinase;Transferase;Tyrosine-protein kinase
3el8_1	P00523	Kinase;Transferase;Tyrosine-protein kinase
1cm0_1	Q92831	Activator;Acyltransferase;Transferase
4nyw_1	Q92793	Activator;Acyltransferase;Transferase
4xwt_1	H9CZL7	Endonuclease;Exonuclease;Hydrolase;Nuclease;RNA-binding
1xz8_1	P41007	Glycosyltransferase;RNA-binding;Transferase
2wd4_1	Q43758	Oxidoreductase;Peroxidase
1f8w_1	P37062	Oxidoreductase;Peroxidase
1nhs_1	P37062	Oxidoreductase;Peroxidase
4nvk_1	B3LRE1	Oxidoreductase;Peroxidase
1nhp_1	P37062	Oxidoreductase;Peroxidase
4jin_1	O28471	Hydrolase;Kinase;Serine/threonine-protein kinase;Transferase
1zp9_4	O28471	Hydrolase;Kinase;Serine/threonine-protein kinase;Transferase
3kve_1	P0DI84	Antibiotic;Antimicrobial;Hemostasis impairing toxin;Oxidoreductase;Toxin
1m3q_1	O15527	Glycosidase;Hydrolase;Lyase;Multifunctional enzyme
4kn1_1	P14207	Receptor
1rj9_1	P83749	Receptor
3wth_2	P58154	Receptor
4lrh_4	P15328	Receptor
3wti_4	P58154	Receptor
2wzy_4	Q8WSF8	Receptor
4kmz_1	P14207	Receptor
3zdh_5	P58154	Receptor
3zdg_13	P58154	Receptor
2byc_2	Q3IYE4	Receptor
5l3r_2	O80842	Receptor
4kuk_1	A8LP63	Receptor
3rqw_2	E0SJQ4	Receptor
5e8y_1	P37173	Kinase;Receptor;Serine/threonine-protein kinase;Transferase
1py5_1	P36897	Kinase;Receptor;Serine/threonine-protein kinase;Transferase
2wou_1	P36897	Kinase;Receptor;Serine/threonine-protein kinase;Transferase
1rw8_1	P36897	Kinase;Receptor;Serine/threonine-protein kinase;Transferase
5e8w_1	P36897	Kinase;Receptor;Serine/threonine-protein kinase;Transferase
1n9n_1	Q8LPE0	Kinase;Receptor;Serine/threonine-protein kinase;Transferase
3u78_1	Q6ZMT4	Chromatin regulator;Dioxygenase;Oxidoreductase
3rvh_1	O75164	Chromatin regulator;Dioxygenase;Oxidoreductase
3pdq_1	O75164	Chromatin regulator;Dioxygenase;Oxidoreductase
2wwj_2	O75164	Chromatin regulator;Dioxygenase;Oxidoreductase
4krh_2	U5HK48	Methyltransferase
5f2k_1	B2HHT4	Methyltransferase
1f92_1	P00749	Hydrolase;Protease;Serine protease
1sb1_1	P00734	Hydrolase;Protease;Serine protease
1uvs_1	P00734	Hydrolase;Protease;Serine protease
1nt1_1	P00734	Hydrolase;Protease;Serine protease
1vja_1	P00749	Hydrolase;Protease;Serine protease
1iqg_1	P00742	Hydrolase;Protease;Serine protease
1mue_1	P00734	Hydrolase;Protease;Serine protease
3eq7_1	P23687	Hydrolase;Protease;Serine protease
4loy_1	P00734	Hydrolase;Protease;Serine protease
4ayv_1	P00734	Hydrolase;Protease;Serine protease
2xby_1	P00742	Hydrolase;Protease;Serine protease
1xm1_1	P00734	Hydrolase;Protease;Serine protease
1o5g_1	P00734	Hydrolase;Protease;Serine protease
1u6q_1	P00749	Hydrolase;Protease;Serine protease
4fud_1	P00749	Hydrolase;Protease;Serine protease
1uma_1	P00734	Hydrolase;Protease;Serine protease
2g00_1	P00742	Hydrolase;Protease;Serine protease
3c1k_1	P00734	Hydrolase;Protease;Serine protease
2uuk_1	P00734	Hydrolase;Protease;Serine protease
2zdv_1	P00734	Hydrolase;Protease;Serine protease
1jwt_1	P00734	Hydrolase;Protease;Serine protease
2bxt_1	P00734	Hydrolase;Protease;Serine protease
3ens_2	P00742	Hydrolase;Protease;Serine protease
1t4v_1	P00734	Hydrolase;Protease;Serine protease
1gmc_1	P00766	Hydrolase;Protease;Serine protease
1d3p_1	P00734	Hydrolase;Protease;Serine protease
1iqe_1	P00742	Hydrolase;Protease;Serine protease
1riw_1	P00734	Hydrolase;Protease;Serine protease
2pks_1	P00734	Hydrolase;Protease;Serine protease
2bok_1	P00742	Hydrolase;Protease;Serine protease
2zg0_1	P00734	Hydrolase;Protease;Serine protease
4lxb_1	P00734	Hydrolase;Protease;Serine protease
2zhf_1	P00734	Hydrolase;Protease;Serine protease
2zhe_1	P00734	Hydrolase;Protease;Serine protease
1o0d_1	P00734	Hydrolase;Protease;Serine protease
2y82_1	P00742	Hydrolase;Protease;Serine protease
1nm6_1	P00734	Hydrolase;Protease;Serine protease
2cf9_1	P00734	Hydrolase;Protease;Serine protease
2v3o_1	P00734	Hydrolase;Protease;Serine protease
4ax9_1	P00734	Hydrolase;Protease;Serine protease
2r3y_1	P0AEE3	Hydrolase;Protease;Serine protease
1owi_1	P00749	Hydrolase;Protease;Serine protease
2q5y_1	P52948	Hydrolase;Protease;Serine protease
1owk_1	P00749	Hydrolase;Protease;Serine protease
1ae8_1	P00734	Hydrolase;Protease;Serine protease
3dhk_1	P00734	Hydrolase;Protease;Serine protease
1ypm_1	P00734	Hydrolase;Protease;Serine protease
2uuj_1	P00734	Hydrolase;Protease;Serine protease
1gj5_1	P00734	Hydrolase;Protease;Serine protease
2zfp_1	P00734	Hydrolase;Protease;Serine protease
2zff_1	P00734	Hydrolase;Protease;Serine protease
1ta2_1	P00734	Hydrolase;Protease;Serine protease
3stj_9	P39099	Hydrolase;Protease;Serine protease
2vvc_1	P00742	Hydrolase;Protease;Serine protease
2gde_1	P00734	Hydrolase;Protease;Serine protease
1d3d_1	P00734	Hydrolase;Protease;Serine protease
3kqe_1	P00742	Hydrolase;Protease;Serine protease
